date,open,high,low,close,volume
2025-01-29 05:00:00,69.74,69.865,68.84,69.22,1513081.0
2025-01-30 05:00:00,66.51,67.655,65.53,67.31,3225289.0
2025-01-31 05:00:00,67.75,68.82,66.75,67.3,2674660.0
2025-02-03 05:00:00,66.71,67.58,65.575,67.04,2475428.0
2025-02-04 05:00:00,67.06,67.7625,65.65,65.66,2227072.0
2025-02-05 05:00:00,66.0,66.15,64.94,65.64,1508427.0
2025-02-06 05:00:00,65.99,66.1,65.44,65.51,1238957.0
2025-02-07 05:00:00,65.41,66.25,65.05,65.16,1263832.0
2025-02-10 05:00:00,65.55,66.01,65.0,65.73,972684.0
2025-02-11 05:00:00,65.9,66.065,65.375,65.97,769513.0
2025-02-12 05:00:00,64.84,65.68,64.5501,65.25,863835.0
2025-02-13 05:00:00,65.42,66.095,65.24,66.0,1350170.0
2025-02-14 05:00:00,66.35,67.065,65.92,66.22,1719948.0
2025-02-18 05:00:00,66.06,66.71,65.55,65.72,1488225.0
2025-02-19 05:00:00,65.4,67.64,65.0425,67.36,2437678.0
2025-02-20 05:00:00,67.3,67.77,66.65,66.79,1275150.0
2025-02-21 05:00:00,67.12,67.44,65.615,65.98,1097764.0
2025-02-24 05:00:00,65.95,66.65,65.21,66.23,926844.0
2025-02-25 05:00:00,66.53,67.58,66.44,66.99,1316636.0
2025-02-26 05:00:00,67.01,67.445,66.1,66.16,1091078.0
2025-02-27 05:00:00,65.71,66.7,65.56,65.94,795054.0
2025-02-28 05:00:00,66.22,66.99,65.6301,66.48,1386881.0
2025-03-03 05:00:00,67.03,67.29,66.1,66.38,1633719.0
2025-03-04 05:00:00,65.81,66.75,65.13,65.61,1652505.0
2025-03-05 05:00:00,66.16,67.0,65.635,66.5,1473104.0
2025-03-06 05:00:00,66.5,68.39,66.12,68.23,1624764.0
2025-03-07 05:00:00,68.02,69.98,68.02,69.41,1389694.0
2025-03-10 04:00:00,69.39,70.95,69.035,69.61,1491161.0
2025-03-11 04:00:00,69.46,69.99,66.48,67.11,1966917.0
2025-03-12 04:00:00,67.22,67.565,65.62,65.64,1384444.0
2025-03-13 04:00:00,65.09,65.98,65.02,65.45,1171774.0
2025-03-14 04:00:00,66.22,66.92,65.45,66.85,1152731.0
2025-03-17 04:00:00,66.17,67.72,66.1471,67.49,1139753.0
2025-03-18 04:00:00,67.22,67.96,67.08,67.66,1032398.0
2025-03-19 04:00:00,67.49,67.935,67.05,67.6,1217810.0
2025-03-20 04:00:00,66.99,67.305,66.52,66.71,1101811.0
2025-03-21 04:00:00,66.28,66.82,65.89,66.5,4061295.0
2025-03-24 04:00:00,67.16,67.835,66.24,66.37,1018605.0
2025-03-25 04:00:00,66.37,67.3019,65.945,66.73,1036407.0
2025-03-26 04:00:00,66.66,68.02,66.66,67.35,984971.0
2025-03-27 04:00:00,67.51,67.51,66.52,66.9,764755.0
2025-03-28 04:00:00,66.99,67.25,65.535,65.61,762143.0
2025-03-31 04:00:00,65.34,65.92,64.7,65.36,1619634.0
2025-04-01 04:00:00,65.34,65.7063,64.74,65.6,1810159.0
2025-04-02 04:00:00,65.01,66.25,64.92,66.12,1438171.0
2025-04-03 04:00:00,64.49,64.8,63.02,63.66,1649755.0
2025-04-04 04:00:00,62.64,63.74,61.89,61.99,1853079.0
2025-04-07 04:00:00,60.8,62.79,59.73,60.64,2295668.0
2025-04-08 04:00:00,61.37,62.44,59.12,59.63,2144687.0
2025-04-09 04:00:00,59.18,62.99,58.83,62.56,2579249.0
2025-04-10 04:00:00,62.4,63.235,60.95,62.87,1950734.0
2025-04-11 04:00:00,63.07,64.92,62.56,64.5,1588927.0
2025-04-14 04:00:00,65.09,65.5,64.395,65.2,1598083.0
2025-04-15 04:00:00,64.5,65.592,63.72,63.85,1478786.0
2025-04-16 04:00:00,63.96,64.02,62.44,62.86,1448948.0
2025-04-17 04:00:00,62.97,63.69,62.93,63.14,1376103.0
2025-04-21 04:00:00,62.62,62.7807,61.345,61.71,1272948.0
2025-04-22 04:00:00,62.3,64.02,62.02,63.96,1912504.0
2025-04-23 04:00:00,65.21,65.57,63.62,63.81,1449893.0
2025-04-24 04:00:00,64.24,65.57,63.3,65.3,1261032.0
2025-04-25 04:00:00,65.08,65.34,64.42,64.99,1298814.0
2025-04-28 04:00:00,65.21,65.46,64.26,64.78,1689123.0
2025-04-29 04:00:00,66.32,68.18,66.29,67.02,2687871.0
2025-04-30 04:00:00,66.9,68.22,65.79,67.86,2030452.0
2025-05-01 04:00:00,68.23,68.48,67.08,67.41,1576875.0
2025-05-02 04:00:00,67.81,68.88,67.61,68.45,877238.0
2025-05-05 04:00:00,67.97,68.75,67.75,68.34,1277499.0
2025-05-06 04:00:00,67.7,68.265,67.395,67.47,936673.0
2025-05-07 04:00:00,67.61,67.975,66.71,66.93,1515873.0
2025-05-08 04:00:00,67.44,68.585,67.2328,68.01,1185783.0
2025-05-09 04:00:00,68.18,68.445,68.0,68.29,728933.0
2025-05-12 04:00:00,69.99,70.89,69.67,70.46,1018661.0
2025-05-13 04:00:00,70.55,70.705,70.06,70.12,846302.0
2025-05-14 04:00:00,69.8,69.8,68.29,68.35,1747639.0
2025-05-15 04:00:00,68.27,69.48,67.84,69.42,1468000.0
2025-05-16 04:00:00,69.48,70.54,69.295,70.52,1580066.0
2025-05-19 04:00:00,69.73,70.58,69.66,70.51,1194254.0
2025-05-20 04:00:00,70.31,70.72,69.46,69.62,947619.0
