Date,Open,High,Low,Close,Volume
2024-12-20 05:00:00,242.77,250.58,242.53,248.26,1260465.0
2024-12-23 05:00:00,246.87,247.45,243.195,243.8,277808.0
2024-12-24 05:00:00,243.09,243.8399,241.69,242.47,240649.0
2024-12-26 05:00:00,241.05,243.67,240.03,241.18,298319.0
2024-12-27 05:00:00,239.95,243.07,236.9,238.47,319532.0
2024-12-30 05:00:00,236.09,236.09,231.58,234.68,324308.0
2024-12-31 05:00:00,235.27,235.92,231.93,233.82,298197.0
2025-01-02 05:00:00,236.14,236.14,228.655,229.16,414646.0
2025-01-03 05:00:00,230.41,231.97,227.73,230.72,374649.0
2025-01-06 05:00:00,231.0,234.715,230.46,230.99,510658.0
2025-01-07 05:00:00,231.69,235.195,227.93,228.45,367554.0
2025-01-08 05:00:00,229.3,229.745,224.2831,228.51,398288.0
2025-01-10 05:00:00,226.24,228.88,224.6,225.62,615260.0
2025-01-13 05:00:00,223.83,226.47,222.5,225.82,489965.0
2025-01-14 05:00:00,226.66,228.045,224.65,226.8,366530.0
2025-01-15 05:00:00,231.28,232.87,226.2,228.74,344127.0
2025-01-16 05:00:00,227.85,230.26,226.71,229.09,302910.0
2025-01-17 05:00:00,231.98,232.02,227.99,229.08,380346.0
2025-01-21 05:00:00,232.75,238.77,228.88,237.36,611978.0
2025-01-22 05:00:00,238.05,238.05,229.15,235.42,967346.0
2025-01-23 05:00:00,236.0,245.65,235.75,245.3,714434.0
2025-01-24 05:00:00,244.66,252.73,244.66,252.43,727289.0
2025-01-27 05:00:00,250.64,257.2311,250.545,252.06,854646.0
2025-01-28 05:00:00,249.55,256.15,248.2505,255.14,540971.0
2025-01-29 05:00:00,254.88,255.05,249.01,251.85,356939.0
2025-01-30 05:00:00,254.0,256.7,249.68,250.63,420198.0
2025-01-31 05:00:00,251.69,254.44,250.5,253.96,582772.0
2025-02-03 05:00:00,249.61,257.13,247.46,256.58,573149.0
2025-02-04 05:00:00,254.67,258.81,253.16,255.01,357776.0
2025-02-05 05:00:00,256.29,258.61,252.515,257.31,399614.0
2025-02-06 05:00:00,258.5,265.39,256.96,264.26,617274.0
2025-02-07 05:00:00,267.69,267.69,259.065,260.38,342807.0
2025-02-10 05:00:00,261.73,262.12,258.12,260.0,297017.0
2025-02-11 05:00:00,259.78,264.55,258.75,263.92,593629.0
2025-02-12 05:00:00,260.0,266.54,256.4861,264.99,803808.0
2025-02-13 05:00:00,266.0,268.75,263.45,267.63,463681.0
2025-02-14 05:00:00,267.63,268.01,263.5201,266.12,387213.0
2025-02-18 05:00:00,265.91,269.0,258.5,260.91,684607.0
2025-02-19 05:00:00,257.63,261.5,254.85,258.11,679230.0
2025-02-20 05:00:00,235.34,241.04,213.4202,225.07,2293720.0
2025-02-21 05:00:00,223.45,223.45,208.35,208.84,1694803.0
2025-02-24 05:00:00,208.56,213.0021,207.09,207.38,953039.0
2025-02-25 05:00:00,207.5,213.53,206.34,210.5,1014210.0
2025-02-26 05:00:00,208.98,217.78,208.98,213.23,1241611.0
2025-02-27 05:00:00,213.39,215.9099,207.7,208.31,824916.0
2025-02-28 05:00:00,208.3,212.66,203.2825,206.14,1407028.0
2025-03-03 05:00:00,207.0,207.8206,198.16,198.61,1018278.0
2025-03-04 05:00:00,196.05,202.15,195.59,198.01,978497.0
2025-03-05 05:00:00,198.2,201.46,197.31,200.15,783502.0
2025-03-06 05:00:00,197.76,201.98,196.16,197.27,579515.0
2025-03-07 05:00:00,196.02,199.42,194.25,198.8,510714.0
2025-03-10 04:00:00,195.58,196.9,189.49,190.41,790834.0
2025-03-11 04:00:00,190.16,193.36,187.431,191.36,704503.0
2025-03-12 04:00:00,193.0,193.81,188.3781,189.21,517754.0
2025-03-13 04:00:00,187.59,187.83,179.35,180.16,776947.0
2025-03-14 04:00:00,181.8,182.9299,179.446,182.73,1000653.0
2025-03-17 04:00:00,182.38,188.39,182.38,186.22,620422.0
2025-03-18 04:00:00,185.61,186.04,181.67,183.02,464849.0
2025-03-19 04:00:00,183.4,184.39,178.49,180.87,852130.0
2025-03-20 04:00:00,178.21,178.38,171.01,172.28,1486407.0
2025-03-21 04:00:00,170.61,176.68,169.5,175.3,1284605.0
2025-03-24 04:00:00,178.9,181.01,177.128,178.31,580527.0
2025-03-25 04:00:00,179.29,180.58,177.7,178.99,499950.0
2025-03-26 04:00:00,179.34,179.77,175.82,176.92,391129.0
2025-03-27 04:00:00,176.3,176.62,173.57,174.23,495194.0
