Date,Open,High,Low,Close,Volume
2024-12-20 05:00:00,77.64,79.76,77.64,79.1,7010603.0
2024-12-23 05:00:00,78.54,79.25,77.88,79.05,1054277.0
2024-12-24 05:00:00,78.84,79.21,78.14,79.1,397911.0
2024-12-26 05:00:00,78.8,79.01,77.76,78.06,1192094.0
2024-12-27 05:00:00,77.89,79.5,77.52,78.07,1047500.0
2024-12-30 05:00:00,78.19,78.3525,76.38,76.89,1071593.0
2024-12-31 05:00:00,77.14,77.82,76.96,77.76,1194987.0
2025-01-02 05:00:00,78.5,78.77,77.23,77.57,870790.0
2025-01-03 05:00:00,77.68,78.0,76.72,77.28,1231894.0
2025-01-06 05:00:00,77.95,79.44,77.59,77.98,928337.0
2025-01-07 05:00:00,78.12,79.13,77.6,77.81,874533.0
2025-01-08 05:00:00,77.42,77.86,75.75,77.38,1665740.0
2025-01-10 05:00:00,77.53,82.17,77.44,81.22,2349823.0
2025-01-13 05:00:00,81.57,82.57,81.16,81.99,1608462.0
2025-01-14 05:00:00,82.01,82.43,80.58,81.61,1242165.0
2025-01-15 05:00:00,82.17,82.35,80.32,80.44,1757169.0
2025-01-16 05:00:00,79.88,80.48,78.6,79.4,1875198.0
2025-01-17 05:00:00,79.58,80.22,79.02,79.54,1362862.0
2025-01-21 05:00:00,78.92,79.62,78.34,78.63,1601270.0
2025-01-22 05:00:00,78.32,78.81,77.64,77.91,1254808.0
2025-01-23 05:00:00,78.16,79.31,77.9,78.67,969063.0
2025-01-24 05:00:00,78.84,78.88,77.0,77.19,1237846.0
2025-01-27 05:00:00,78.38,79.33,77.04,78.68,1989052.0
2025-01-28 05:00:00,78.96,79.255,76.86,77.26,988592.0
2025-01-29 05:00:00,77.05,78.445,77.05,78.22,1159514.0
2025-01-30 05:00:00,78.52,78.93,77.05,77.65,1052645.0
2025-01-31 05:00:00,77.19,77.7695,75.72,76.13,1470180.0
2025-02-03 05:00:00,75.3,75.782,74.47,75.16,1519944.0
2025-02-04 05:00:00,75.16,75.5867,73.74,75.02,2267235.0
2025-02-05 05:00:00,71.26,73.7599,69.73,69.87,3597109.0
2025-02-06 05:00:00,70.77,70.87,67.4,69.29,3336586.0
2025-02-07 05:00:00,69.61,69.86,68.27,69.6,1613125.0
2025-02-10 05:00:00,69.45,69.729,67.81,69.16,2784798.0
2025-02-11 05:00:00,69.25,70.61,68.7,69.92,2005350.0
2025-02-12 05:00:00,69.5,70.4008,68.7,69.07,1631338.0
2025-02-13 05:00:00,68.88,71.59,68.88,69.79,1717895.0
2025-02-14 05:00:00,70.07,70.9599,69.71,70.5,1276685.0
2025-02-18 05:00:00,69.71,69.95,68.57,69.88,1469603.0
2025-02-19 05:00:00,69.68,71.08,69.65,70.18,1138752.0
2025-02-20 05:00:00,70.21,71.33,69.44,71.26,1764375.0
2025-02-21 05:00:00,71.48,73.99,71.48,73.06,2081421.0
2025-02-24 05:00:00,73.06,75.41,72.73,73.58,1717774.0
2025-02-25 05:00:00,73.62,74.665,73.35,74.27,1620941.0
2025-02-26 05:00:00,73.87,73.92,72.75,73.26,1177537.0
2025-02-27 05:00:00,73.01,73.65,72.62,73.25,1108617.0
2025-02-28 05:00:00,73.34,74.59,73.17,74.19,2340551.0
2025-03-03 05:00:00,74.4,74.86,71.29,71.83,1490005.0
2025-03-04 05:00:00,71.41,72.83,70.89,71.7,2103307.0
2025-03-05 05:00:00,71.87,72.95,71.04,71.71,1406727.0
2025-03-06 05:00:00,71.95,75.0834,71.41,74.65,1526049.0
2025-03-07 05:00:00,74.35,77.08,73.735,75.6,2070909.0
2025-03-10 04:00:00,76.36,78.07,75.7281,76.31,1871558.0
2025-03-11 04:00:00,76.25,76.92,74.31,74.41,1869799.0
2025-03-12 04:00:00,73.67,73.875,71.89,73.13,1297013.0
2025-03-13 04:00:00,73.18,74.01,72.66,73.59,1572459.0
2025-03-14 04:00:00,73.69,74.2,72.5,73.88,1099887.0
2025-03-17 04:00:00,74.22,75.61,74.145,74.55,1612340.0
2025-03-18 04:00:00,75.3,75.915,74.21,74.71,1070707.0
2025-03-19 04:00:00,74.31,75.41,73.81,75.24,1469516.0
2025-03-20 04:00:00,74.95,75.5,73.85,73.95,1749491.0
2025-03-21 04:00:00,73.65,74.68,72.67,73.25,10331287.0
2025-03-24 04:00:00,72.75,73.72,72.17,72.72,1156123.0
2025-03-25 04:00:00,73.19,74.12,72.705,73.45,1286911.0
2025-03-26 04:00:00,73.44,74.49,73.0,74.19,1196863.0
2025-03-27 04:00:00,74.35,76.81,73.87,76.5,1733916.0
2025-03-28 04:00:00,76.69,77.42,75.97,76.43,1219565.0
2025-03-31 04:00:00,75.28,77.56,74.9,76.42,1335106.0
2025-04-01 04:00:00,76.87,77.89,75.795,77.85,1708039.0
2025-04-02 04:00:00,77.5,78.06,76.55,78.01,1546677.0
2025-04-03 04:00:00,77.69,78.73,77.255,78.2,1703005.0
2025-04-04 04:00:00,76.13,76.5,72.56,73.2,2447467.0
2025-04-07 04:00:00,72.2,74.45,71.0693,71.84,2795694.0
2025-04-08 04:00:00,72.61,73.16,68.57,69.51,2276713.0
2025-04-09 04:00:00,68.84,74.81,68.3301,74.29,2399216.0
2025-04-10 04:00:00,74.19,74.35,72.04,73.23,1803451.0
2025-04-11 04:00:00,73.68,76.66,73.26,76.3,1965619.0
2025-04-14 04:00:00,76.61,77.69,75.58,77.07,1489792.0
2025-04-15 04:00:00,76.78,77.01,75.46,76.2,1284776.0
2025-04-16 04:00:00,76.81,77.57,76.14,76.38,905864.0
2025-04-17 04:00:00,76.75,79.01,76.75,78.96,1583533.0
2025-04-21 04:00:00,78.96,78.96,77.65,78.8,1362122.0
2025-04-22 04:00:00,79.05,80.75,79.0,80.09,1199676.0
2025-04-23 04:00:00,80.58,81.0,79.01,79.82,1259732.0
2025-04-24 04:00:00,79.7,81.165,78.76,80.8,1276706.0
2025-04-25 04:00:00,80.57,81.3374,80.351,80.91,1103327.0
2025-04-28 04:00:00,80.91,81.72,80.11,80.66,1224597.0
2025-04-29 04:00:00,80.3,80.795,79.725,80.25,734712.0
2025-04-30 04:00:00,80.56,80.57,78.01,78.72,2189117.0
2025-05-01 04:00:00,78.64,79.87,77.55,78.48,1424667.0
2025-05-02 04:00:00,79.4,80.16,76.93,79.21,1505224.0
2025-05-05 04:00:00,78.45,79.04,77.6,77.82,1302961.0
2025-05-06 04:00:00,77.26,79.3,77.18,78.16,2458260.0
2025-05-07 04:00:00,80.28,80.28,75.5172,75.9,3268889.0
2025-05-08 04:00:00,75.46,76.79,75.0,76.27,2048446.0
2025-05-09 04:00:00,76.44,77.8,76.29,77.35,1822861.0
2025-05-12 04:00:00,78.44,80.28,78.38,80.15,2459181.0
2025-05-13 04:00:00,80.03,83.88,79.93,82.91,2641272.0
2025-05-14 04:00:00,82.59,83.7899,81.78,81.94,2052642.0
2025-05-15 04:00:00,81.14,81.19,78.1,80.02,2619561.0
2025-05-16 04:00:00,80.09,81.68,79.76,81.54,1226344.0
2025-05-19 04:00:00,81.0,81.2,79.69,80.3,1659415.0
2025-05-20 04:00:00,80.53,81.12,79.795,80.4,1832450.0
2025-05-21 04:00:00,79.97,80.175,77.82,78.2,2538046.0
2025-05-22 04:00:00,77.59,78.27,76.67,77.8,2130665.0
2025-05-23 04:00:00,76.98,78.49,76.6,78.1,1272057.0
2025-05-27 04:00:00,78.75,79.29,77.805,79.24,1436332.0
2025-05-28 04:00:00,79.31,79.92,79.0394,79.38,2230605.0
2025-05-29 04:00:00,79.42,80.4725,78.415,79.22,1266988.0
2025-05-30 04:00:00,78.64,79.135,77.745,78.15,2864135.0
2025-06-02 04:00:00,78.39,78.63,77.1,78.37,1416453.0
2025-06-03 04:00:00,77.68,77.81,75.62,76.27,1584360.0
2025-06-04 04:00:00,76.15,76.2946,74.59,74.59,1656998.0
2025-06-05 04:00:00,74.76,74.76,73.67,73.85,1540233.0
2025-06-06 04:00:00,74.41,74.94,74.18,74.55,956640.0
2025-06-09 04:00:00,74.93,75.3,74.37,74.67,1543824.0
2025-06-10 04:00:00,74.95,76.55,74.63,76.04,1185724.0
2025-06-11 04:00:00,76.02,76.35,74.955,75.47,1128065.0
2025-06-12 04:00:00,74.94,77.11,74.01,77.03,1868553.0
2025-06-13 04:00:00,77.07,83.63,77.04,81.41,3966619.0
2025-06-16 04:00:00,81.67,86.71,81.53,86.28,2877569.0
2025-06-17 04:00:00,86.32,87.49,85.22,85.69,2245884.0
2025-06-18 04:00:00,85.78,87.11,85.41,85.55,2038772.0
2025-06-20 04:00:00,86.1,87.015,85.04,85.38,2658995.0
2025-06-23 04:00:00,84.85,85.86,84.06,84.15,1598392.0
2025-06-24 04:00:00,84.15,84.375,83.34,83.59,1861529.0
2025-06-25 04:00:00,82.88,83.22,81.9778,82.22,1355818.0
2025-06-26 04:00:00,82.68,83.42,81.48,82.3,1707550.0
2025-06-27 04:00:00,82.15,82.24,79.78,80.44,2375471.0
2025-06-30 04:00:00,80.06,81.355,79.95,80.28,2432260.0
2025-07-01 04:00:00,80.04,81.53,78.96,80.25,2823681.0
2025-07-02 04:00:00,81.0,81.74,78.76,81.39,2352310.0
2025-07-03 04:00:00,81.5,81.75,77.9,78.44,2076553.0
2025-07-07 04:00:00,78.53,78.53,74.825,74.85,2463551.0
